"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HRWKD","TOT","HR_WKD","A","1990",1788.28,
"AUS","HRWKD","TOT","HR_WKD","A","1991",1773.5,
"AUS","HRWKD","TOT","HR_WKD","A","1992",1772.44,
"AUS","HRWKD","TOT","HR_WKD","A","1993",1790.94,
"AUS","HRWKD","TOT","HR_WKD","A","1994",1799.62,
"AUS","HRWKD","TOT","HR_WKD","A","1995",1798.92,
"AUS","HRWKD","TOT","HR_WKD","A","1996",1792.1,
"AUS","HRWKD","TOT","HR_WKD","A","1997",1790.49,
"AUS","HRWKD","TOT","HR_WKD","A","1998",1776.63,
"AUS","HRWKD","TOT","HR_WKD","A","1999",1781.45,
"AUS","HRWKD","TOT","HR_WKD","A","2000",1779.63,
"AUS","HRWKD","TOT","HR_WKD","A","2001",1746.37,
"AUS","HRWKD","TOT","HR_WKD","A","2002",1741.82,
"AUS","HRWKD","TOT","HR_WKD","A","2003",1735.1,
"AUS","HRWKD","TOT","HR_WKD","A","2004",1733.74,
"AUS","HRWKD","TOT","HR_WKD","A","2005",1732.26,
"AUS","HRWKD","TOT","HR_WKD","A","2006",1721.66,
"AUS","HRWKD","TOT","HR_WKD","A","2007",1722.64,
"AUS","HRWKD","TOT","HR_WKD","A","2008",1720.88,
"AUS","HRWKD","TOT","HR_WKD","A","2009",1692.33,
"AUS","HRWKD","TOT","HR_WKD","A","2010",1699.94,
"AUS","HRWKD","TOT","HR_WKD","A","2011",1699.92,
"AUS","HRWKD","TOT","HR_WKD","A","2012",1692.55,
"AUS","HRWKD","TOT","HR_WKD","A","2013",1689.38,
"AUS","HRWKD","TOT","HR_WKD","A","2014",1683.27,
"AUS","HRWKD","TOT","HR_WKD","A","2015",1683.55,
"AUS","HRWKD","TOT","HR_WKD","A","2016",1673.4,
"AUS","HRWKD","TOT","HR_WKD","A","2017",1674.9,
"AUS","HRWKD","TOT","HR_WKD","A","2018",1665.04,
"AUT","HRWKD","TOT","HR_WKD","A","1995",1658,
"AUT","HRWKD","TOT","HR_WKD","A","1996",1689,
"AUT","HRWKD","TOT","HR_WKD","A","1997",1697,
"AUT","HRWKD","TOT","HR_WKD","A","1998",1677,
"AUT","HRWKD","TOT","HR_WKD","A","1999",1680,
"AUT","HRWKD","TOT","HR_WKD","A","2000",1681,
"AUT","HRWKD","TOT","HR_WKD","A","2001",1669,
"AUT","HRWKD","TOT","HR_WKD","A","2002",1666,
"AUT","HRWKD","TOT","HR_WKD","A","2003",1658,
"AUT","HRWKD","TOT","HR_WKD","A","2004",1660,
"AUT","HRWKD","TOT","HR_WKD","A","2005",1638,
"AUT","HRWKD","TOT","HR_WKD","A","2006",1622,
"AUT","HRWKD","TOT","HR_WKD","A","2007",1612,
"AUT","HRWKD","TOT","HR_WKD","A","2008",1605,
"AUT","HRWKD","TOT","HR_WKD","A","2009",1564,
"AUT","HRWKD","TOT","HR_WKD","A","2010",1557,
"AUT","HRWKD","TOT","HR_WKD","A","2011",1562,
"AUT","HRWKD","TOT","HR_WKD","A","2012",1540,
"AUT","HRWKD","TOT","HR_WKD","A","2013",1525,
"AUT","HRWKD","TOT","HR_WKD","A","2014",1516,
"AUT","HRWKD","TOT","HR_WKD","A","2015",1500,
"AUT","HRWKD","TOT","HR_WKD","A","2016",1512,
"AUT","HRWKD","TOT","HR_WKD","A","2017",1511,
"AUT","HRWKD","TOT","HR_WKD","A","2018",1511,
"BEL","HRWKD","TOT","HR_WKD","A","1990",1662.9,
"BEL","HRWKD","TOT","HR_WKD","A","1991",1625.79,
"BEL","HRWKD","TOT","HR_WKD","A","1992",1602.72,
"BEL","HRWKD","TOT","HR_WKD","A","1993",1558.59,
"BEL","HRWKD","TOT","HR_WKD","A","1994",1558.59,
"BEL","HRWKD","TOT","HR_WKD","A","1995",1584.67,
"BEL","HRWKD","TOT","HR_WKD","A","1996",1558.59,
"BEL","HRWKD","TOT","HR_WKD","A","1997",1571.63,
"BEL","HRWKD","TOT","HR_WKD","A","1998",1582.66,
"BEL","HRWKD","TOT","HR_WKD","A","1999",1582,
"BEL","HRWKD","TOT","HR_WKD","A","2000",1595,
"BEL","HRWKD","TOT","HR_WKD","A","2001",1588,
"BEL","HRWKD","TOT","HR_WKD","A","2002",1583,
"BEL","HRWKD","TOT","HR_WKD","A","2003",1578,
"BEL","HRWKD","TOT","HR_WKD","A","2004",1573,
"BEL","HRWKD","TOT","HR_WKD","A","2005",1565,
"BEL","HRWKD","TOT","HR_WKD","A","2006",1572,
"BEL","HRWKD","TOT","HR_WKD","A","2007",1577,
"BEL","HRWKD","TOT","HR_WKD","A","2008",1570,
"BEL","HRWKD","TOT","HR_WKD","A","2009",1548,
"BEL","HRWKD","TOT","HR_WKD","A","2010",1546,
"BEL","HRWKD","TOT","HR_WKD","A","2011",1560,
"BEL","HRWKD","TOT","HR_WKD","A","2012",1560,
"BEL","HRWKD","TOT","HR_WKD","A","2013",1558,
"BEL","HRWKD","TOT","HR_WKD","A","2014",1545,
"BEL","HRWKD","TOT","HR_WKD","A","2015",1545,
"BEL","HRWKD","TOT","HR_WKD","A","2016",1545,
"BEL","HRWKD","TOT","HR_WKD","A","2017",1545,
"BEL","HRWKD","TOT","HR_WKD","A","2018",1545,
"CAN","HRWKD","TOT","HR_WKD","A","1990",1797,
"CAN","HRWKD","TOT","HR_WKD","A","1991",1775,
"CAN","HRWKD","TOT","HR_WKD","A","1992",1772,
"CAN","HRWKD","TOT","HR_WKD","A","1993",1769,
"CAN","HRWKD","TOT","HR_WKD","A","1994",1778,
"CAN","HRWKD","TOT","HR_WKD","A","1995",1775,
"CAN","HRWKD","TOT","HR_WKD","A","1996",1790,
"CAN","HRWKD","TOT","HR_WKD","A","1997",1798,
"CAN","HRWKD","TOT","HR_WKD","A","1998",1794,
"CAN","HRWKD","TOT","HR_WKD","A","1999",1793,
"CAN","HRWKD","TOT","HR_WKD","A","2000",1787,
"CAN","HRWKD","TOT","HR_WKD","A","2001",1774,
"CAN","HRWKD","TOT","HR_WKD","A","2002",1755,
"CAN","HRWKD","TOT","HR_WKD","A","2003",1745,
"CAN","HRWKD","TOT","HR_WKD","A","2004",1755,
"CAN","HRWKD","TOT","HR_WKD","A","2005",1745,
"CAN","HRWKD","TOT","HR_WKD","A","2006",1744,
"CAN","HRWKD","TOT","HR_WKD","A","2007",1744,
"CAN","HRWKD","TOT","HR_WKD","A","2008",1741,
"CAN","HRWKD","TOT","HR_WKD","A","2009",1712,
"CAN","HRWKD","TOT","HR_WKD","A","2010",1715,
"CAN","HRWKD","TOT","HR_WKD","A","2011",1713,
"CAN","HRWKD","TOT","HR_WKD","A","2012",1722,
"CAN","HRWKD","TOT","HR_WKD","A","2013",1716,
"CAN","HRWKD","TOT","HR_WKD","A","2014",1710,
"CAN","HRWKD","TOT","HR_WKD","A","2015",1712,
"CAN","HRWKD","TOT","HR_WKD","A","2016",1706,
"CAN","HRWKD","TOT","HR_WKD","A","2017",1695,
"CAN","HRWKD","TOT","HR_WKD","A","2018",1708,
"CZE","HRWKD","TOT","HR_WKD","A","1993",1857,
"CZE","HRWKD","TOT","HR_WKD","A","1994",1839,
"CZE","HRWKD","TOT","HR_WKD","A","1995",1858,
"CZE","HRWKD","TOT","HR_WKD","A","1996",1853,
"CZE","HRWKD","TOT","HR_WKD","A","1997",1858,
"CZE","HRWKD","TOT","HR_WKD","A","1998",1877,
"CZE","HRWKD","TOT","HR_WKD","A","1999",1894,
"CZE","HRWKD","TOT","HR_WKD","A","2000",1896,
"CZE","HRWKD","TOT","HR_WKD","A","2001",1818,
"CZE","HRWKD","TOT","HR_WKD","A","2002",1817,
"CZE","HRWKD","TOT","HR_WKD","A","2003",1806,
"CZE","HRWKD","TOT","HR_WKD","A","2004",1817,
"CZE","HRWKD","TOT","HR_WKD","A","2005",1817,
"CZE","HRWKD","TOT","HR_WKD","A","2006",1799,
"CZE","HRWKD","TOT","HR_WKD","A","2007",1784,
"CZE","HRWKD","TOT","HR_WKD","A","2008",1790,
"CZE","HRWKD","TOT","HR_WKD","A","2009",1779,
"CZE","HRWKD","TOT","HR_WKD","A","2010",1800,
"CZE","HRWKD","TOT","HR_WKD","A","2011",1806,
"CZE","HRWKD","TOT","HR_WKD","A","2012",1776,
"CZE","HRWKD","TOT","HR_WKD","A","2013",1763,
"CZE","HRWKD","TOT","HR_WKD","A","2014",1777,
"CZE","HRWKD","TOT","HR_WKD","A","2015",1756,
"CZE","HRWKD","TOT","HR_WKD","A","2016",1779,
"CZE","HRWKD","TOT","HR_WKD","A","2017",1784,
"CZE","HRWKD","TOT","HR_WKD","A","2018",1792,
"DNK","HRWKD","TOT","HR_WKD","A","1990",1441,
"DNK","HRWKD","TOT","HR_WKD","A","1991",1437,
"DNK","HRWKD","TOT","HR_WKD","A","1992",1452,
"DNK","HRWKD","TOT","HR_WKD","A","1993",1449,
"DNK","HRWKD","TOT","HR_WKD","A","1994",1407,
"DNK","HRWKD","TOT","HR_WKD","A","1995",1419,
"DNK","HRWKD","TOT","HR_WKD","A","1996",1412,
"DNK","HRWKD","TOT","HR_WKD","A","1997",1428,
"DNK","HRWKD","TOT","HR_WKD","A","1998",1441,
"DNK","HRWKD","TOT","HR_WKD","A","1999",1456,
"DNK","HRWKD","TOT","HR_WKD","A","2000",1466,
"DNK","HRWKD","TOT","HR_WKD","A","2001",1469,
"DNK","HRWKD","TOT","HR_WKD","A","2002",1463,
"DNK","HRWKD","TOT","HR_WKD","A","2003",1458,
"DNK","HRWKD","TOT","HR_WKD","A","2004",1458,
"DNK","HRWKD","TOT","HR_WKD","A","2005",1451,
"DNK","HRWKD","TOT","HR_WKD","A","2006",1456,
"DNK","HRWKD","TOT","HR_WKD","A","2007",1433,
"DNK","HRWKD","TOT","HR_WKD","A","2008",1430,
"DNK","HRWKD","TOT","HR_WKD","A","2009",1417,
"DNK","HRWKD","TOT","HR_WKD","A","2010",1422,
"DNK","HRWKD","TOT","HR_WKD","A","2011",1437,
"DNK","HRWKD","TOT","HR_WKD","A","2012",1423,
"DNK","HRWKD","TOT","HR_WKD","A","2013",1426,
"DNK","HRWKD","TOT","HR_WKD","A","2014",1414,
"DNK","HRWKD","TOT","HR_WKD","A","2015",1407,
"DNK","HRWKD","TOT","HR_WKD","A","2016",1412,
"DNK","HRWKD","TOT","HR_WKD","A","2017",1405,
"DNK","HRWKD","TOT","HR_WKD","A","2018",1392,
"FIN","HRWKD","TOT","HR_WKD","A","1990",1688,
"FIN","HRWKD","TOT","HR_WKD","A","1991",1668,
"FIN","HRWKD","TOT","HR_WKD","A","1992",1673,
"FIN","HRWKD","TOT","HR_WKD","A","1993",1675,
"FIN","HRWKD","TOT","HR_WKD","A","1994",1694,
"FIN","HRWKD","TOT","HR_WKD","A","1995",1695,
"FIN","HRWKD","TOT","HR_WKD","A","1996",1694,
"FIN","HRWKD","TOT","HR_WKD","A","1997",1684,
"FIN","HRWKD","TOT","HR_WKD","A","1998",1674,
"FIN","HRWKD","TOT","HR_WKD","A","1999",1677,
"FIN","HRWKD","TOT","HR_WKD","A","2000",1663,
"FIN","HRWKD","TOT","HR_WKD","A","2001",1644,
"FIN","HRWKD","TOT","HR_WKD","A","2002",1636,
"FIN","HRWKD","TOT","HR_WKD","A","2003",1628,
"FIN","HRWKD","TOT","HR_WKD","A","2004",1629,
"FIN","HRWKD","TOT","HR_WKD","A","2005",1620,
"FIN","HRWKD","TOT","HR_WKD","A","2006",1616,
"FIN","HRWKD","TOT","HR_WKD","A","2007",1614,
"FIN","HRWKD","TOT","HR_WKD","A","2008",1608,
"FIN","HRWKD","TOT","HR_WKD","A","2009",1585,
"FIN","HRWKD","TOT","HR_WKD","A","2010",1592,
"FIN","HRWKD","TOT","HR_WKD","A","2011",1587,
"FIN","HRWKD","TOT","HR_WKD","A","2012",1575,
"FIN","HRWKD","TOT","HR_WKD","A","2013",1565,
"FIN","HRWKD","TOT","HR_WKD","A","2014",1562,
"FIN","HRWKD","TOT","HR_WKD","A","2015",1563,
"FIN","HRWKD","TOT","HR_WKD","A","2016",1560,
"FIN","HRWKD","TOT","HR_WKD","A","2017",1556,
"FIN","HRWKD","TOT","HR_WKD","A","2018",1555,
"FRA","HRWKD","TOT","HR_WKD","A","1990",1645,
"FRA","HRWKD","TOT","HR_WKD","A","1991",1638,
"FRA","HRWKD","TOT","HR_WKD","A","1992",1635,
"FRA","HRWKD","TOT","HR_WKD","A","1993",1627,
"FRA","HRWKD","TOT","HR_WKD","A","1994",1623,
"FRA","HRWKD","TOT","HR_WKD","A","1995",1601,
"FRA","HRWKD","TOT","HR_WKD","A","1996",1597,
"FRA","HRWKD","TOT","HR_WKD","A","1997",1596,
"FRA","HRWKD","TOT","HR_WKD","A","1998",1585,
"FRA","HRWKD","TOT","HR_WKD","A","1999",1578,
"FRA","HRWKD","TOT","HR_WKD","A","2000",1558,
"FRA","HRWKD","TOT","HR_WKD","A","2001",1538,
"FRA","HRWKD","TOT","HR_WKD","A","2002",1504,
"FRA","HRWKD","TOT","HR_WKD","A","2003",1507,
"FRA","HRWKD","TOT","HR_WKD","A","2004",1531,
"FRA","HRWKD","TOT","HR_WKD","A","2005",1532,
"FRA","HRWKD","TOT","HR_WKD","A","2006",1515,
"FRA","HRWKD","TOT","HR_WKD","A","2007",1537,
"FRA","HRWKD","TOT","HR_WKD","A","2008",1543,
"FRA","HRWKD","TOT","HR_WKD","A","2009",1531,
"FRA","HRWKD","TOT","HR_WKD","A","2010",1540,
"FRA","HRWKD","TOT","HR_WKD","A","2011",1546,
"FRA","HRWKD","TOT","HR_WKD","A","2012",1541,
"FRA","HRWKD","TOT","HR_WKD","A","2013",1526,
"FRA","HRWKD","TOT","HR_WKD","A","2014",1518,
"FRA","HRWKD","TOT","HR_WKD","A","2015",1519,
"FRA","HRWKD","TOT","HR_WKD","A","2016",1526,
"FRA","HRWKD","TOT","HR_WKD","A","2017",1522,
"FRA","HRWKD","TOT","HR_WKD","A","2018",1520,
"DEU","HRWKD","TOT","HR_WKD","A","1991",1553.5,
"DEU","HRWKD","TOT","HR_WKD","A","1992",1564.7,
"DEU","HRWKD","TOT","HR_WKD","A","1993",1541.6,
"DEU","HRWKD","TOT","HR_WKD","A","1994",1537.3,
"DEU","HRWKD","TOT","HR_WKD","A","1995",1528,
"DEU","HRWKD","TOT","HR_WKD","A","1996",1510.5,
"DEU","HRWKD","TOT","HR_WKD","A","1997",1499.6,
"DEU","HRWKD","TOT","HR_WKD","A","1998",1493.6,
"DEU","HRWKD","TOT","HR_WKD","A","1999",1478.7,
"DEU","HRWKD","TOT","HR_WKD","A","2000",1452,
"DEU","HRWKD","TOT","HR_WKD","A","2001",1441.9,
"DEU","HRWKD","TOT","HR_WKD","A","2002",1430.9,
"DEU","HRWKD","TOT","HR_WKD","A","2003",1424.8,
"DEU","HRWKD","TOT","HR_WKD","A","2004",1422.2,
"DEU","HRWKD","TOT","HR_WKD","A","2005",1411.3,
"DEU","HRWKD","TOT","HR_WKD","A","2006",1424.7,
"DEU","HRWKD","TOT","HR_WKD","A","2007",1424.4,
"DEU","HRWKD","TOT","HR_WKD","A","2008",1418.4,
"DEU","HRWKD","TOT","HR_WKD","A","2009",1372.7,
"DEU","HRWKD","TOT","HR_WKD","A","2010",1389.9,
"DEU","HRWKD","TOT","HR_WKD","A","2011",1392.8,
"DEU","HRWKD","TOT","HR_WKD","A","2012",1375,
"DEU","HRWKD","TOT","HR_WKD","A","2013",1362.7,
"DEU","HRWKD","TOT","HR_WKD","A","2014",1366.9,
"DEU","HRWKD","TOT","HR_WKD","A","2015",1369.8,
"DEU","HRWKD","TOT","HR_WKD","A","2016",1362.8,
"DEU","HRWKD","TOT","HR_WKD","A","2017",1360.4,
"DEU","HRWKD","TOT","HR_WKD","A","2018",1362.6,
"GRC","HRWKD","TOT","HR_WKD","A","1990",1994,
"GRC","HRWKD","TOT","HR_WKD","A","1991",2023,
"GRC","HRWKD","TOT","HR_WKD","A","1992",2050,
"GRC","HRWKD","TOT","HR_WKD","A","1993",2070,
"GRC","HRWKD","TOT","HR_WKD","A","1994",2037,
"GRC","HRWKD","TOT","HR_WKD","A","1995",2019,
"GRC","HRWKD","TOT","HR_WKD","A","1996",2018,
"GRC","HRWKD","TOT","HR_WKD","A","1997",2016,
"GRC","HRWKD","TOT","HR_WKD","A","1998",2017,
"GRC","HRWKD","TOT","HR_WKD","A","1999",2014,
"GRC","HRWKD","TOT","HR_WKD","A","2000",2016,
"GRC","HRWKD","TOT","HR_WKD","A","2001",2010,
"GRC","HRWKD","TOT","HR_WKD","A","2002",2002,
"GRC","HRWKD","TOT","HR_WKD","A","2003",2001,
"GRC","HRWKD","TOT","HR_WKD","A","2004",1992,
"GRC","HRWKD","TOT","HR_WKD","A","2005",2044,
"GRC","HRWKD","TOT","HR_WKD","A","2006",2033,
"GRC","HRWKD","TOT","HR_WKD","A","2007",2019,
"GRC","HRWKD","TOT","HR_WKD","A","2008",2015,
"GRC","HRWKD","TOT","HR_WKD","A","2009",1991,
"GRC","HRWKD","TOT","HR_WKD","A","2010",1932,
"GRC","HRWKD","TOT","HR_WKD","A","2011",1949,
"GRC","HRWKD","TOT","HR_WKD","A","2012",1966,
"GRC","HRWKD","TOT","HR_WKD","A","2013",1970,
"GRC","HRWKD","TOT","HR_WKD","A","2014",1933,
"GRC","HRWKD","TOT","HR_WKD","A","2015",1943,
"GRC","HRWKD","TOT","HR_WKD","A","2016",1942,
"GRC","HRWKD","TOT","HR_WKD","A","2017",1956,
"GRC","HRWKD","TOT","HR_WKD","A","2018",1956,
"HUN","HRWKD","TOT","HR_WKD","A","1995",1820,
"HUN","HRWKD","TOT","HR_WKD","A","1996",1814,
"HUN","HRWKD","TOT","HR_WKD","A","1997",1836,
"HUN","HRWKD","TOT","HR_WKD","A","1998",1836,
"HUN","HRWKD","TOT","HR_WKD","A","1999",1851,
"HUN","HRWKD","TOT","HR_WKD","A","2000",1845,
"HUN","HRWKD","TOT","HR_WKD","A","2001",1809,
"HUN","HRWKD","TOT","HR_WKD","A","2002",1820,
"HUN","HRWKD","TOT","HR_WKD","A","2003",1795,
"HUN","HRWKD","TOT","HR_WKD","A","2004",1802,
"HUN","HRWKD","TOT","HR_WKD","A","2005",1803,
"HUN","HRWKD","TOT","HR_WKD","A","2006",1800,
"HUN","HRWKD","TOT","HR_WKD","A","2007",1795,
"HUN","HRWKD","TOT","HR_WKD","A","2008",1798,
"HUN","HRWKD","TOT","HR_WKD","A","2009",1781,
"HUN","HRWKD","TOT","HR_WKD","A","2010",1777,
"HUN","HRWKD","TOT","HR_WKD","A","2011",1769.9,
"HUN","HRWKD","TOT","HR_WKD","A","2012",1750,
"HUN","HRWKD","TOT","HR_WKD","A","2013",1744.6,
"HUN","HRWKD","TOT","HR_WKD","A","2014",1751.7,
"HUN","HRWKD","TOT","HR_WKD","A","2015",1748.7,
"HUN","HRWKD","TOT","HR_WKD","A","2016",1760,
"HUN","HRWKD","TOT","HR_WKD","A","2017",1741.3,
"HUN","HRWKD","TOT","HR_WKD","A","2018",1741.1,
"ISL","HRWKD","TOT","HR_WKD","A","1990",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1991",1672,
"ISL","HRWKD","TOT","HR_WKD","A","1992",1672,
"ISL","HRWKD","TOT","HR_WKD","A","1993",1686,
"ISL","HRWKD","TOT","HR_WKD","A","1994",1658,
"ISL","HRWKD","TOT","HR_WKD","A","1995",1644,
"ISL","HRWKD","TOT","HR_WKD","A","1996",1662,
"ISL","HRWKD","TOT","HR_WKD","A","1997",1687,
"ISL","HRWKD","TOT","HR_WKD","A","1998",1668,
"ISL","HRWKD","TOT","HR_WKD","A","1999",1648,
"ISL","HRWKD","TOT","HR_WKD","A","2000",1699,
"ISL","HRWKD","TOT","HR_WKD","A","2001",1710,
"ISL","HRWKD","TOT","HR_WKD","A","2002",1675,
"ISL","HRWKD","TOT","HR_WKD","A","2003",1642,
"ISL","HRWKD","TOT","HR_WKD","A","2004",1648,
"ISL","HRWKD","TOT","HR_WKD","A","2005",1640,
"ISL","HRWKD","TOT","HR_WKD","A","2006",1630,
"ISL","HRWKD","TOT","HR_WKD","A","2007",1608,
"ISL","HRWKD","TOT","HR_WKD","A","2008",1610,
"ISL","HRWKD","TOT","HR_WKD","A","2009",1523,
"ISL","HRWKD","TOT","HR_WKD","A","2010",1514,
"ISL","HRWKD","TOT","HR_WKD","A","2011",1524,
"ISL","HRWKD","TOT","HR_WKD","A","2012",1510,
"ISL","HRWKD","TOT","HR_WKD","A","2013",1510,
"ISL","HRWKD","TOT","HR_WKD","A","2014",1503,
"ISL","HRWKD","TOT","HR_WKD","A","2015",1504,
"ISL","HRWKD","TOT","HR_WKD","A","2016",1494,
"ISL","HRWKD","TOT","HR_WKD","A","2017",1483,
"ISL","HRWKD","TOT","HR_WKD","A","2018",1469,
"IRL","HRWKD","TOT","HR_WKD","A","1998",1845,
"IRL","HRWKD","TOT","HR_WKD","A","1999",1835,
"IRL","HRWKD","TOT","HR_WKD","A","2000",1826,
"IRL","HRWKD","TOT","HR_WKD","A","2001",1818,
"IRL","HRWKD","TOT","HR_WKD","A","2002",1800,
"IRL","HRWKD","TOT","HR_WKD","A","2003",1783,
"IRL","HRWKD","TOT","HR_WKD","A","2004",1772,
"IRL","HRWKD","TOT","HR_WKD","A","2005",1780,
"IRL","HRWKD","TOT","HR_WKD","A","2006",1776,
"IRL","HRWKD","TOT","HR_WKD","A","2007",1763,
"IRL","HRWKD","TOT","HR_WKD","A","2008",1743,
"IRL","HRWKD","TOT","HR_WKD","A","2009",1713,
"IRL","HRWKD","TOT","HR_WKD","A","2010",1702,
"IRL","HRWKD","TOT","HR_WKD","A","2011",1702,
"IRL","HRWKD","TOT","HR_WKD","A","2012",1707,
"IRL","HRWKD","TOT","HR_WKD","A","2013",1720,
"IRL","HRWKD","TOT","HR_WKD","A","2014",1731,
"IRL","HRWKD","TOT","HR_WKD","A","2015",1741,
"IRL","HRWKD","TOT","HR_WKD","A","2016",1739,
"IRL","HRWKD","TOT","HR_WKD","A","2017",1738,
"IRL","HRWKD","TOT","HR_WKD","A","2018",1782,
"ITA","HRWKD","TOT","HR_WKD","A","1995",1856.1,
"ITA","HRWKD","TOT","HR_WKD","A","1996",1866.1,
"ITA","HRWKD","TOT","HR_WKD","A","1997",1860.1,
"ITA","HRWKD","TOT","HR_WKD","A","1998",1873.8,
"ITA","HRWKD","TOT","HR_WKD","A","1999",1870.4,
"ITA","HRWKD","TOT","HR_WKD","A","2000",1850.8,
"ITA","HRWKD","TOT","HR_WKD","A","2001",1837.8,
"ITA","HRWKD","TOT","HR_WKD","A","2002",1826.6,
"ITA","HRWKD","TOT","HR_WKD","A","2003",1815.8,
"ITA","HRWKD","TOT","HR_WKD","A","2004",1815.3,
"ITA","HRWKD","TOT","HR_WKD","A","2005",1812.1,
"ITA","HRWKD","TOT","HR_WKD","A","2006",1812.6,
"ITA","HRWKD","TOT","HR_WKD","A","2007",1818.2,
"ITA","HRWKD","TOT","HR_WKD","A","2008",1807,
"ITA","HRWKD","TOT","HR_WKD","A","2009",1775.7,
"ITA","HRWKD","TOT","HR_WKD","A","2010",1777.3,
"ITA","HRWKD","TOT","HR_WKD","A","2011",1773.3,
"ITA","HRWKD","TOT","HR_WKD","A","2012",1734.2,
"ITA","HRWKD","TOT","HR_WKD","A","2013",1719.5,
"ITA","HRWKD","TOT","HR_WKD","A","2014",1717.1,
"ITA","HRWKD","TOT","HR_WKD","A","2015",1718,
"ITA","HRWKD","TOT","HR_WKD","A","2016",1721.7,
"ITA","HRWKD","TOT","HR_WKD","A","2017",1719,
"ITA","HRWKD","TOT","HR_WKD","A","2018",1722.6,
"JPN","HRWKD","TOT","HR_WKD","A","1990",2031,
"JPN","HRWKD","TOT","HR_WKD","A","1991",1998,
"JPN","HRWKD","TOT","HR_WKD","A","1992",1965,
"JPN","HRWKD","TOT","HR_WKD","A","1993",1905,
"JPN","HRWKD","TOT","HR_WKD","A","1994",1898,
"JPN","HRWKD","TOT","HR_WKD","A","1995",1884,
"JPN","HRWKD","TOT","HR_WKD","A","1996",1892,
"JPN","HRWKD","TOT","HR_WKD","A","1997",1865,
"JPN","HRWKD","TOT","HR_WKD","A","1998",1842,
"JPN","HRWKD","TOT","HR_WKD","A","1999",1810,
"JPN","HRWKD","TOT","HR_WKD","A","2000",1821,
"JPN","HRWKD","TOT","HR_WKD","A","2001",1809,
"JPN","HRWKD","TOT","HR_WKD","A","2002",1798,
"JPN","HRWKD","TOT","HR_WKD","A","2003",1799,
"JPN","HRWKD","TOT","HR_WKD","A","2004",1787,
"JPN","HRWKD","TOT","HR_WKD","A","2005",1775,
"JPN","HRWKD","TOT","HR_WKD","A","2006",1784,
"JPN","HRWKD","TOT","HR_WKD","A","2007",1785,
"JPN","HRWKD","TOT","HR_WKD","A","2008",1771,
"JPN","HRWKD","TOT","HR_WKD","A","2009",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2010",1733,
"JPN","HRWKD","TOT","HR_WKD","A","2011",1728,
"JPN","HRWKD","TOT","HR_WKD","A","2012",1745,
"JPN","HRWKD","TOT","HR_WKD","A","2013",1734,
"JPN","HRWKD","TOT","HR_WKD","A","2014",1729,
"JPN","HRWKD","TOT","HR_WKD","A","2015",1719,
"JPN","HRWKD","TOT","HR_WKD","A","2016",1714,
"JPN","HRWKD","TOT","HR_WKD","A","2017",1709,
"JPN","HRWKD","TOT","HR_WKD","A","2018",1680,
"KOR","HRWKD","TOT","HR_WKD","A","2008",2228,
"KOR","HRWKD","TOT","HR_WKD","A","2009",2174,
"KOR","HRWKD","TOT","HR_WKD","A","2010",2163,
"KOR","HRWKD","TOT","HR_WKD","A","2011",2136,
"KOR","HRWKD","TOT","HR_WKD","A","2012",2119,
"KOR","HRWKD","TOT","HR_WKD","A","2013",2106,
"KOR","HRWKD","TOT","HR_WKD","A","2014",2076,
"KOR","HRWKD","TOT","HR_WKD","A","2015",2083,
"KOR","HRWKD","TOT","HR_WKD","A","2016",2068,
"KOR","HRWKD","TOT","HR_WKD","A","2017",2018,
"KOR","HRWKD","TOT","HR_WKD","A","2018",1993,
"LUX","HRWKD","TOT","HR_WKD","A","1995",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1996",1600,
"LUX","HRWKD","TOT","HR_WKD","A","1997",1598,
"LUX","HRWKD","TOT","HR_WKD","A","1998",1593,
"LUX","HRWKD","TOT","HR_WKD","A","1999",1592,
"LUX","HRWKD","TOT","HR_WKD","A","2000",1603,
"LUX","HRWKD","TOT","HR_WKD","A","2001",1585,
"LUX","HRWKD","TOT","HR_WKD","A","2002",1581,
"LUX","HRWKD","TOT","HR_WKD","A","2003",1579,
"LUX","HRWKD","TOT","HR_WKD","A","2004",1578,
"LUX","HRWKD","TOT","HR_WKD","A","2005",1550,
"LUX","HRWKD","TOT","HR_WKD","A","2006",1552,
"LUX","HRWKD","TOT","HR_WKD","A","2007",1566,
"LUX","HRWKD","TOT","HR_WKD","A","2008",1567,
"LUX","HRWKD","TOT","HR_WKD","A","2009",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2010",1517,
"LUX","HRWKD","TOT","HR_WKD","A","2011",1515,
"LUX","HRWKD","TOT","HR_WKD","A","2012",1508,
"LUX","HRWKD","TOT","HR_WKD","A","2013",1503,
"LUX","HRWKD","TOT","HR_WKD","A","2014",1506,
"LUX","HRWKD","TOT","HR_WKD","A","2015",1514,
"LUX","HRWKD","TOT","HR_WKD","A","2016",1513,
"LUX","HRWKD","TOT","HR_WKD","A","2017",1507,
"LUX","HRWKD","TOT","HR_WKD","A","2018",1506,
"MEX","HRWKD","TOT","HR_WKD","A","1991",2113,
